,id,total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition,price_for_m2,fromcenter_category
14605,14605,1,4300000.0,60.0,2017-02-15T00:00:00,4,2.75,5.0,43.0,4,False,False,False,7.0,1,Санкт-Петербург,13057.0,9488.0,0.0,5000.0,1.0,438.0,13,71666,в пределах города
14608,14608,5,3200000.0,32.0,2017-10-27T00:00:00,1,2.5,5.0,18.7,3,False,False,False,5.5,1,Санкт-Петербург,15443.0,8324.0,1.0,371.0,0.0,5000.0,88,100000,в пределах города
14613,14613,20,8100000.0,64.0,2017-08-27T00:00:00,2,2.75,25.0,39.0,15,False,False,False,16.0,0,Санкт-Петербург,11405.0,13222.0,0.0,5000.0,1.0,623.0,122,126562,в пределах города
14615,14615,14,4450000.0,44.4,2018-11-10T00:00:00,2,2.5,9.0,27.4,1,False,False,False,6.7,0,Санкт-Петербург,12675.0,15267.0,0.0,5000.0,1.0,683.0,18,100225,в пределах города
14616,14616,9,4150000.0,50.0,2016-01-26T00:00:00,2,2.75,9.0,31.5,6,False,False,False,6.0,1,Санкт-Петербург,36064.0,10651.0,0.0,5000.0,0.0,5000.0,188,83000,в пределах города
14617,14617,6,8890000.0,65.2,2017-10-26T00:00:00,2,2.7,25.0,31.5,3,False,False,False,13.0,1,Санкт-Петербург,17467.0,12318.0,0.0,5000.0,0.0,5000.0,126,136349,в пределах города
14619,14619,15,16000000.0,100.0,2018-03-20T00:00:00,3,4.2,4.0,62.4,4,False,False,False,9.4,0,Санкт-Петербург,24147.0,3714.0,0.0,5000.0,3.0,541.0,0,160000,центр
14620,14620,17,11400000.0,100.0,2017-06-02T00:00:00,3,2.73,20.0,47.3,8,False,False,False,20.6,0,Санкт-Петербург,15364.0,13905.0,1.0,455.0,1.0,79.0,85,114000,в пределах города
14621,14621,14,11400000.0,112.7,2017-11-10T00:00:00,4,3.19,4.0,76.2,2,False,False,False,16.0,0,Санкт-Петербург,23128.0,4619.0,0.0,5000.0,1.0,901.0,397,101153,центр
14622,14622,14,5800000.0,60.0,2018-10-31T00:00:00,3,2.52,9.0,37.5,6,False,False,False,7.0,0,Санкт-Петербург,46227.0,13878.0,1.0,122.0,0.0,5000.0,29,96666,в пределах города
14623,14623,19,5850000.0,47.0,2015-11-10T00:00:00,1,2.75,14.0,18.0,9,False,False,False,12.5,0,Санкт-Петербург,15903.0,7953.0,1.0,1053.0,0.0,5000.0,288,124468,в пределах города
14624,14624,8,3770000.0,45.4,2019-03-20T00:00:00,2,2.75,9.0,28.43,2,False,False,False,6.9,0,Санкт-Петербург,43932.0,16436.0,1.0,1.0,0.0,5000.0,42,83039,в пределах города
14625,14625,8,7640000.0,115.0,2018-02-21T00:00:00,4,2.78,18.0,65.0,10,False,False,False,15.0,0,Санкт-Петербург,15957.0,14753.0,1.0,820.0,0.0,5000.0,313,66434,в пределах города
14626,14626,12,7400000.0,52.5,2017-09-26T00:00:00,2,3.02,5.0,32.2,2,False,False,False,8.0,0,Санкт-Петербург,27436.0,6283.0,3.0,98.0,0.0,5000.0,59,140952,в пределах города
14627,14627,14,4400000.0,45.0,2019-02-22T00:00:00,2,2.5,5.0,29.0,3,False,False,False,6.0,0,Санкт-Петербург,11127.0,9961.0,0.0,5000.0,0.0,5000.0,37,97777,в пределах города
14628,14628,13,4700000.0,80.5,2019-03-29T00:00:00,2,2.7,5.0,29.4,5,False,False,False,37.7,0,Петергоф,45897.0,35511.0,0.0,5000.0,1.0,640.0,0,58385,область
14630,14630,20,5500000.0,52.7,2018-08-01T00:00:00,2,2.75,14.0,32.7,7,False,False,False,7.3,0,Санкт-Петербург,36963.0,9634.0,2.0,163.0,1.0,848.0,117,104364,в пределах города
14633,14633,10,4650000.0,63.1,2018-03-19T00:00:00,2,2.7,9.0,33.1,7,False,False,False,13.2,1,посёлок Шушары,19739.0,30142.0,0.0,5000.0,0.0,5000.0,59,73692,область
14634,14634,16,6950000.0,57.0,2018-07-31T00:00:00,3,2.75,9.0,38.8,7,False,False,False,6.1,1,Санкт-Петербург,35547.0,11578.0,0.0,5000.0,1.0,913.0,68,121929,в пределах города
14635,14635,9,3090000.0,31.3,2015-05-28T00:00:00,1,2.65,9.0,15.9,7,False,False,False,8.2,0,Санкт-Петербург,35575.0,10960.0,1.0,683.0,0.0,5000.0,502,98722,в пределах города
14638,14638,20,6950000.0,71.0,2017-10-18T00:00:00,3,2.75,12.0,48.0,10,False,False,False,7.0,1,Санкт-Петербург,49570.0,14463.0,2.0,43.0,1.0,157.0,97,97887,в пределах города
14640,14640,4,6300000.0,70.1,2015-01-26T00:00:00,2,2.66,17.0,40.7,17,False,False,False,10.7,2,Санкт-Петербург,34010.0,15108.0,1.0,618.0,3.0,587.0,558,89871,в пределах города
14641,14641,8,4320000.0,44.0,2016-03-28T00:00:00,2,2.55,15.0,27.0,10,False,False,False,6.3,2,Санкт-Петербург,51842.0,14019.0,0.0,5000.0,1.0,800.0,333,98181,в пределах города
14642,14642,14,6290000.0,72.0,2016-09-13T00:00:00,3,2.5,12.0,48.0,12,False,False,False,7.0,2,Санкт-Петербург,34558.0,11690.0,1.0,761.0,0.0,5000.0,946,87361,в пределах города
14643,14643,10,11500000.0,90.0,2018-10-05T00:00:00,3,2.75,16.0,64.6,14,False,False,False,17.0,0,Санкт-Петербург,17720.0,16722.0,3.0,471.0,2.0,440.0,44,127777,в пределах города
14644,14644,17,47000000.0,150.0,2017-02-28T00:00:00,4,3.7,6.0,58.0,5,False,False,False,75.0,1,Санкт-Петербург,16085.0,7616.0,0.0,5000.0,0.0,5000.0,507,313333,в пределах города
14645,14645,7,8950000.0,67.1,2017-12-11T00:00:00,2,2.5,6.0,22.3,4,False,False,False,24.4,2,Санкт-Петербург,20252.0,1178.0,3.0,397.0,2.0,283.0,234,133383,самый центр
14646,14646,19,4299000.0,54.5,2016-05-29T00:00:00,2,2.7,16.0,32.0,2,False,False,False,10.3,0,Санкт-Петербург,16117.0,11360.0,0.0,5000.0,1.0,657.0,127,78880,в пределах города
14647,14647,11,12500000.0,98.0,2016-06-16T00:00:00,2,2.8,25.0,48.5,16,False,False,False,13.2,0,Санкт-Петербург,37197.0,12719.0,0.0,5000.0,0.0,5000.0,78,127551,в пределах города
14648,14648,8,4300000.0,44.6,2018-10-09T00:00:00,2,2.55,9.0,27.5,1,False,False,False,7.2,0,Санкт-Петербург,17153.0,12639.0,0.0,5000.0,0.0,5000.0,34,96412,в пределах города
14650,14650,7,7490000.0,94.0,2017-12-19T00:00:00,3,2.65,16.0,55.0,16,False,False,False,11.0,1,Санкт-Петербург,33109.0,14208.0,0.0,5000.0,1.0,714.0,67,79680,в пределах города
14651,14651,11,5580000.0,60.0,2017-05-23T00:00:00,2,2.75,10.0,33.0,3,False,False,False,11.0,1,Санкт-Петербург,15324.0,16995.0,0.0,5000.0,0.0,5000.0,68,93000,в пределах города
14652,14652,9,3000000.0,43.0,2018-07-11T00:00:00,2,2.68,4.0,28.0,3,False,False,False,5.0,0,Петергоф,39023.0,30932.0,3.0,154.0,0.0,5000.0,90,69767,область
14653,14653,6,4900000.0,75.0,2017-11-22T00:00:00,3,2.75,25.0,45.0,1,False,False,False,13.0,0,Санкт-Петербург,34155.0,15319.0,0.0,5000.0,0.0,5000.0,97,65333,в пределах города
14657,14657,10,3200000.0,31.2,2017-07-18T00:00:00,1,2.6,17.0,16.0,2,False,False,False,8.0,2,Санкт-Петербург,20890.0,17172.0,0.0,5000.0,1.0,203.0,415,102564,область
14658,14658,7,4750000.0,63.0,2017-07-14T00:00:00,2,2.85,5.0,33.0,1,False,False,False,14.7,0,Санкт-Петербург,47156.0,25503.0,1.0,306.0,1.0,1255.0,275,75396,область
14659,14659,16,8500000.0,83.0,2017-06-04T00:00:00,3,3.0,7.0,49.0,3,False,False,False,11.0,0,Санкт-Петербург,36875.0,8816.0,2.0,269.0,1.0,695.0,146,102409,в пределах города
14663,14663,12,5000000.0,60.0,2017-10-05T00:00:00,3,2.75,9.0,36.0,7,False,False,False,17.0,0,Санкт-Петербург,49631.0,16595.0,1.0,87.0,0.0,5000.0,11,83333,в пределах города
14666,14666,14,7750000.0,96.0,2017-10-25T00:00:00,4,2.65,12.0,63.4,2,False,False,False,15.0,0,Санкт-Петербург,19630.0,21342.0,0.0,5000.0,2.0,677.0,306,80729,область
14667,14667,4,5100000.0,61.2,2015-07-21T00:00:00,3,2.5,11.0,37.6,5,False,False,False,11.0,0,Кронштадт,65179.0,46904.0,1.0,355.0,1.0,546.0,530,83333,область
14668,14668,6,73884056.0,250.3,2018-03-25T00:00:00,3,3.08,12.0,101.54,12,False,False,False,31.73,0,Санкт-Петербург,31744.0,4836.0,0.0,5000.0,3.0,153.0,215,295182,центр
14669,14669,5,2583900.0,44.55,2017-09-07T00:00:00,1,2.68,3.0,12.0,3,False,False,False,6.26,0,Санкт-Петербург,39446.0,18500.0,0.0,5000.0,2.0,639.0,56,58000,область
14670,14670,5,4100000.0,44.0,2019-02-14T00:00:00,1,2.68,16.0,17.0,9,False,False,False,10.0,2,Санкт-Петербург,18357.0,21796.0,0.0,5000.0,1.0,982.0,50,93181,область
14672,14672,11,6990000.0,90.0,2016-03-25T00:00:00,4,2.5,9.0,63.5,1,False,False,False,8.0,0,Санкт-Петербург,27725.0,11702.0,2.0,216.0,0.0,5000.0,0,77666,в пределах города
14673,14673,13,4600000.0,46.2,2017-11-20T00:00:00,1,2.55,16.0,19.2,16,False,False,False,10.8,0,Санкт-Петербург,25944.0,14657.0,1.0,409.0,1.0,911.0,8,99567,в пределах города
14675,14675,13,9800000.0,88.1,2016-06-08T00:00:00,3,2.75,10.0,50.1,7,False,False,False,12.0,1,Санкт-Петербург,23617.0,5223.0,0.0,5000.0,1.0,874.0,215,111237,в пределах города
14677,14677,13,6800000.0,75.0,2019-04-03T00:00:00,4,2.5,9.0,48.8,6,False,False,False,6.6,2,Санкт-Петербург,50649.0,15213.0,0.0,5000.0,0.0,5000.0,14,90666,в пределах города
14678,14678,1,6900000.0,80.0,2018-07-29T00:00:00,3,2.6,12.0,46.0,10,False,False,False,15.0,1,Санкт-Петербург,20498.0,22210.0,0.0,5000.0,0.0,5000.0,18,86250,область
14683,14683,18,7200000.0,65.0,2018-02-01T00:00:00,2,2.65,17.0,35.1,1,False,False,False,14.3,0,Санкт-Петербург,34631.0,14499.0,0.0,5000.0,1.0,987.0,61,110769,в пределах города
14684,14684,4,26000000.0,160.0,2017-07-31T00:00:00,4,3.6,6.0,110.0,5,False,False,False,15.0,2,Санкт-Петербург,27715.0,6417.0,1.0,125.0,1.0,722.0,357,162500,в пределах города
14685,14685,20,4490000.0,44.6,2017-09-04T00:00:00,2,2.55,9.0,28.0,5,False,False,False,7.0,0,Санкт-Петербург,17153.0,12639.0,0.0,5000.0,0.0,5000.0,108,100672,в пределах города
14686,14686,7,9590000.0,98.0,2016-11-07T00:00:00,3,2.75,5.0,50.0,2,False,False,False,20.7,1,Санкт-Петербург,26178.0,6290.0,3.0,529.0,0.0,5000.0,385,97857,в пределах города
14687,14687,18,4750000.0,62.0,2017-07-05T00:00:00,3,2.75,12.0,40.0,6,False,False,False,7.0,1,Санкт-Петербург,14809.0,13606.0,0.0,5000.0,0.0,5000.0,7,76612,в пределах города
14689,14689,17,30050000.0,150.34,2017-10-01T00:00:00,4,3.0,8.0,75.83,2,False,False,False,22.3,2,Санкт-Петербург,33052.0,6555.0,0.0,5000.0,3.0,121.0,409,199880,в пределах города
14690,14690,7,6400000.0,67.2,2017-04-20T00:00:00,3,2.75,10.0,42.5,10,False,False,False,8.2,0,Санкт-Петербург,9655.0,13255.0,1.0,980.0,1.0,1093.0,690,95238,в пределах города
14692,14692,11,7300000.0,82.0,2015-08-31T00:00:00,3,3.0,3.0,45.0,1,False,False,False,14.0,0,Санкт-Петербург,22866.0,2186.0,2.0,346.0,3.0,54.0,0,89024,самый центр
14693,14693,19,7950000.0,80.0,2018-02-07T00:00:00,3,2.65,12.0,47.6,5,False,False,False,14.8,0,Санкт-Петербург,34494.0,11905.0,0.0,5000.0,0.0,5000.0,215,99375,в пределах города
14694,14694,20,31750000.0,124.5,2016-05-16T00:00:00,3,3.01,7.0,62.6,4,False,False,False,16.5,0,Санкт-Петербург,26316.0,6655.0,3.0,187.0,1.0,616.0,238,255020,в пределах города
14696,14696,19,16500000.0,156.0,2019-01-23T00:00:00,6,3.47,4.0,115.0,3,False,False,False,14.0,0,Санкт-Петербург,26109.0,4811.0,3.0,220.0,1.0,595.0,90,105769,центр
14699,14699,10,11980000.0,89.7,2017-09-04T00:00:00,2,2.65,7.0,33.7,6,False,False,False,35.6,0,Санкт-Петербург,28008.0,6855.0,2.0,418.0,2.0,857.0,388,133556,в пределах города
14700,14700,7,3620000.0,44.0,2017-04-16T00:00:00,2,3.0,9.0,26.0,5,False,False,False,8.0,0,посёлок Шушары,18922.0,31497.0,0.0,5000.0,0.0,5000.0,185,82272,область
14701,14701,15,9700000.0,130.0,2017-11-02T00:00:00,4,3.26,7.0,75.0,4,False,False,False,18.0,0,Санкт-Петербург,24406.0,4974.0,1.0,330.0,0.0,5000.0,145,74615,центр
14702,14702,11,4350000.0,83.6,2018-07-09T00:00:00,2,3.0,3.0,53.2,1,False,False,False,9.9,0,Кронштадт,67950.0,49676.0,2.0,196.0,2.0,246.0,229,52033,область
14703,14703,15,2700000.0,29.4,2018-09-07T00:00:00,1,2.5,9.0,15.9,8,False,False,False,7.1,0,Санкт-Петербург,17186.0,17094.0,1.0,711.0,0.0,5000.0,3,91836,область
14704,14704,3,8326824.0,83.7,2017-10-03T00:00:00,3,2.7,10.0,46.9,5,False,False,False,11.6,0,Санкт-Петербург,23639.0,5164.0,0.0,5000.0,1.0,756.0,41,99484,в пределах города
14705,14705,18,12500000.0,109.0,2017-09-17T00:00:00,3,2.6,12.0,47.6,4,False,False,False,21.7,0,Санкт-Петербург,36720.0,12242.0,0.0,5000.0,0.0,5000.0,402,114678,в пределах города
14706,14706,15,401300000.0,401.0,2016-02-20T00:00:00,5,3.24,9.0,204.0,9,False,False,False,24.0,3,Санкт-Петербург,21912.0,2389.0,1.0,545.0,1.0,478.0,393,1000748,самый центр
14707,14707,17,4390000.0,57.6,2017-02-13T00:00:00,3,2.75,9.0,40.5,6,False,False,False,6.2,0,Санкт-Петербург,30338.0,13199.0,0.0,5000.0,0.0,5000.0,379,76215,в пределах города
14708,14708,17,5800000.0,53.9,2018-06-25T00:00:00,2,3.0,5.0,33.3,4,False,False,False,8.4,0,Санкт-Петербург,13831.0,8969.0,0.0,5000.0,0.0,5000.0,60,107606,в пределах города
14709,14709,14,4500000.0,50.6,2017-08-09T00:00:00,2,2.68,9.0,31.5,3,False,False,False,7.6,0,Санкт-Петербург,20745.0,17027.0,0.0,5000.0,2.0,346.0,403,88932,область
14710,14710,15,5790000.0,68.0,2017-03-26T00:00:00,3,2.75,16.0,44.0,7,False,False,False,9.5,1,Санкт-Петербург,14957.0,13753.0,0.0,5000.0,0.0,5000.0,213,85147,в пределах города
14712,14712,5,3490000.0,38.1,2017-09-28T00:00:00,1,2.6,14.0,18.0,3,False,False,False,8.0,2,Санкт-Петербург,45565.0,19136.0,0.0,5000.0,0.0,5000.0,117,91601,область
14713,14713,12,3700000.0,33.0,2019-01-28T00:00:00,1,2.5,12.0,18.0,12,False,False,False,7.0,0,Санкт-Петербург,50035.0,15740.0,1.0,780.0,0.0,5000.0,19,112121,в пределах города
14714,14714,4,3300000.0,30.9,2019-01-21T00:00:00,1,2.68,25.0,15.7,11,False,False,False,8.2,2,посёлок Шушары,12840.0,18626.0,0.0,5000.0,0.0,5000.0,0,106796,область
14715,14715,14,5700000.0,48.0,2018-08-22T00:00:00,1,2.5,16.0,21.0,4,False,False,False,10.6,0,Санкт-Петербург,36520.0,12041.0,1.0,718.0,0.0,5000.0,84,118750,в пределах города
14716,14716,18,6300000.0,63.0,2018-10-22T00:00:00,2,2.68,23.0,34.0,15,False,False,False,8.1,0,Санкт-Петербург,22306.0,17634.0,0.0,5000.0,1.0,132.0,0,100000,область
14718,14718,20,8990000.0,101.9,2018-09-07T00:00:00,4,3.5,5.0,72.8,3,False,False,False,8.3,0,Санкт-Петербург,16655.0,6107.0,2.0,245.0,0.0,5000.0,31,88223,в пределах города
14719,14719,20,5900000.0,60.0,2018-10-22T00:00:00,2,2.6,28.0,30.0,22,False,False,False,10.0,0,посёлок Парголово,53426.0,19603.0,0.0,5000.0,0.0,5000.0,53,98333,область
14722,14722,7,7200000.0,60.0,2019-02-25T00:00:00,2,3.1,5.0,37.5,4,False,False,False,12.0,1,Санкт-Петербург,22274.0,5061.0,1.0,109.0,0.0,5000.0,24,120000,в пределах города
14723,14723,2,3100000.0,61.0,2017-06-09T00:00:00,3,2.68,9.0,39.0,7,False,False,False,10.0,0,Колпино,24799.0,30585.0,0.0,5000.0,1.0,918.0,20,50819,область
14725,14725,11,5000000.0,57.5,2018-03-04T00:00:00,3,2.5,9.0,39.0,7,False,False,False,6.2,1,Санкт-Петербург,50480.0,15190.0,0.0,5000.0,0.0,5000.0,41,86956,в пределах города
14726,14726,5,3400000.0,45.0,2017-12-15T00:00:00,2,2.5,5.0,31.0,4,False,False,False,6.0,1,Санкт-Петербург,40951.0,11133.0,2.0,571.0,0.0,5000.0,61,75555,в пределах города
14728,14728,12,6750000.0,66.7,2019-04-08T00:00:00,2,3.0,4.0,41.6,2,False,False,False,10.1,0,Санкт-Петербург,19685.0,3304.0,1.0,1041.0,3.0,191.0,0,101199,центр
14731,14731,20,4900000.0,37.0,2018-11-09T00:00:00,1,2.65,17.0,15.4,7,False,False,False,10.1,0,Санкт-Петербург,35452.0,15458.0,0.0,5000.0,1.0,998.0,172,132432,в пределах города
14732,14732,15,9100000.0,66.3,2016-03-18T00:00:00,2,2.75,16.0,35.5,8,False,False,False,13.0,0,Санкт-Петербург,15903.0,7953.0,1.0,1053.0,0.0,5000.0,159,137254,в пределах города
14733,14733,7,3837000.0,34.8,2017-09-27T00:00:00,1,2.65,12.0,16.9,12,False,False,False,6.9,0,Санкт-Петербург,31801.0,13460.0,0.0,5000.0,0.0,5000.0,556,110258,в пределах города
14734,14734,16,4850000.0,45.8,2019-01-24T00:00:00,2,2.55,9.0,30.1,4,False,False,False,7.0,0,Санкт-Петербург,29226.0,13365.0,0.0,5000.0,0.0,5000.0,32,105895,в пределах города
14736,14736,3,3550000.0,45.4,2017-10-16T00:00:00,2,2.5,5.0,28.0,1,False,False,False,6.5,0,Сестрорецк,58251.0,35181.0,1.0,530.0,2.0,149.0,326,78193,область
14737,14737,6,3950000.0,43.0,2015-12-03T00:00:00,1,2.75,12.0,19.0,12,False,False,False,10.0,0,Санкт-Петербург,42989.0,9356.0,0.0,5000.0,0.0,5000.0,327,91860,в пределах города
14740,14740,11,5490000.0,104.6,2018-02-06T00:00:00,4,2.55,5.0,43.6,5,False,False,False,9.4,2,Ломоносов,48599.0,52024.0,0.0,5000.0,0.0,5000.0,365,52485,область
14742,14742,15,36800000.0,152.2,2015-08-09T00:00:00,3,3.3,5.0,53.9,5,False,False,False,43.4,1,Санкт-Петербург,36779.0,14931.0,0.0,5000.0,0.0,5000.0,701,241787,в пределах города
14743,14743,2,5100000.0,62.0,2017-11-28T00:00:00,3,2.6,9.0,42.9,8,False,False,False,7.2,0,Санкт-Петербург,14263.0,12804.0,0.0,5000.0,1.0,83.0,141,82258,в пределах города
14744,14744,9,4650000.0,79.8,2016-11-24T00:00:00,3,2.6,9.0,48.7,2,False,False,False,11.4,0,посёлок Шушары,23591.0,29377.0,0.0,5000.0,1.0,399.0,505,58270,область
14745,14745,9,6300000.0,67.0,2017-08-10T00:00:00,3,2.8,2.0,44.6,1,False,False,False,7.7,4,Санкт-Петербург,39192.0,10895.0,1.0,559.0,0.0,5000.0,116,94029,в пределах города
14746,14746,13,12800000.0,123.0,2017-10-26T00:00:00,5,2.75,11.0,64.8,6,False,False,False,7.8,0,Санкт-Петербург,42447.0,11146.0,1.0,451.0,0.0,5000.0,219,104065,в пределах города
14747,14747,14,7600000.0,64.87,2017-10-20T00:00:00,3,3.19,6.0,24.0,2,False,False,False,24.0,0,Санкт-Петербург,19450.0,3451.0,1.0,595.0,1.0,495.0,64,117157,центр
14749,14749,11,3290000.0,34.0,2018-03-02T00:00:00,1,2.68,22.0,14.0,4,False,False,False,11.0,0,Санкт-Петербург,21743.0,17071.0,0.0,5000.0,1.0,63.0,144,96764,область
14750,14750,7,3450000.0,31.3,2016-01-27T00:00:00,1,2.75,5.0,17.1,1,False,False,False,5.6,0,Санкт-Петербург,42163.0,14666.0,1.0,451.0,0.0,5000.0,296,110223,в пределах города
14751,14751,3,5009000.0,60.42,2015-10-08T00:00:00,2,2.7,5.0,34.4,4,False,False,False,9.95,2,Колпино,28667.0,34453.0,0.0,5000.0,2.0,412.0,1131,82903,область
14752,14752,3,8000000.0,75.1,2017-10-06T00:00:00,3,3.3,6.0,44.8,3,False,False,False,15.2,0,Санкт-Петербург,24639.0,4858.0,1.0,829.0,0.0,5000.0,522,106524,центр
14753,14753,14,4690000.0,42.0,2016-03-30T00:00:00,1,2.68,17.0,17.8,6,False,False,False,12.5,0,Сестрорецк,56588.0,33517.0,0.0,5000.0,1.0,703.0,890,111666,область
